Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
345,ADT,Industrials,Security & Protection Services,NYSE,131.7,94,90,89,40
346,HUIZ,Financial Services,Insurance Brokers,NASDAQ,131.5,94,15,15,23
347,BCOR,Financial Services,Asset Management,NASDAQ,131.38,94,94,88,84
348,FSTX,Healthcare,Biotechnology,NASDAQ,131.36,94,86,96,37
349,BDC,Industrials,Electrical Equipment & Parts,NYSE,131.35,94,94,90,63
350,FANH,Financial Services,Insurance Brokers,NASDAQ,131.31,94,35,35,18
351,PFG,Financial Services,Insurance—Diversified,NASDAQ,131.26,93,95,90,80
352,PWSC,Technology,Software—Application,NYSE,131.17,93,90,87,26
353,AMAL,Financial Services,Banksâ€”Regional,NASDAQ,131.14,93,92,94,97
354,RCMT,Industrials,Engineering & Construction,NASDAQ,131.13,93,97,98,99
355,EVOP,Technology,Software—Infrastructure,NASDAQ,131.11,93,94,97,67
356,HBB,Technology,Consumer Electronics,NYSE,131.08,93,90,69,43
357,OSBC,Financial Services,Banks—Regional,NASDAQ,130.99,93,91,78,93
358,HAYN,Industrials,Metal Fabrication,NASDAQ,130.93,93,96,81,54
359,VENAU,Financial Services,Shell Companies,NASDAQ,130.89,93,51,51,79
360,APD,Basic Materials,Chemicals,NYSE,130.88,93,86,66,70
361,HES,Energy,Oil & Gas E&P,NYSE,130.77,93,97,96,96
362,SAVA,Healthcare,Biotechnology,NASDAQ,130.73,93,96,41,24
363,FET,Energy,Oil & Gas Equipment & Services,NYSE,130.72,93,96,92,78
364,GIS,Consumer Defensive,Packaged Foods,NYSE,130.72,93,85,91,93
365,VLO,Energy,Oil & Gas Refining & Marketing,NYSE,130.65,93,96,93,98
366,FOLD,Healthcare,Biotechnology,NASDAQ,130.63,93,87,81,77
367,HUBB,Industrials,Electrical Equipment & Parts,NYSE,130.46,93,93,91,71
368,BMI,Industrials,Electrical Equipment & Parts,NYSE,130.45,93,89,79,43
369,COGT,Healthcare,Biotechnology,NASDAQ,130.34,93,98,99,95
370,NEX,Energy,Oil & Gas Equipment & Services,NYSE,130.3,93,98,96,99
371,TTC,Industrials,Tools & Accessories,NYSE,130.27,93,93,77,47
372,VAL,Energy,Oil & Gas Equipment & Services,NYSE,130.24,93,98,94,96
373,ZEUS,Basic Materials,Steel,NASDAQ,130.21,93,87,54,74
374,OMAB,Industrials,Airports & Air Services,NASDAQ,130.19,93,95,87,94
375,SGA,Communication Services,Broadcasting,NASDAQ,130.16,93,82,86,92
376,MCK,Healthcare,Medical Distribution,NYSE,130.12,93,91,95,97
377,TELA,Healthcare,Medical Devices,NASDAQ,130.1,93,38,49,15
378,ATI,Industrials,Metal Fabrication,NYSE,130.06,93,90,97,93
379,IDYA,Healthcare,Biotechnology,NASDAQ,130.02,93,96,20,43
380,FIX,Industrials,Engineering & Construction,NYSE,130.0,93,94,93,69
381,TIPT,Financial Services,Insurance—Specialty,NASDAQ,129.92,93,79,56,78
382,BNFT,Technology,Software—Application,NASDAQ,129.89,93,90,16,34
383,TSBK,Financial Services,Banks—Regional,NASDAQ,129.88,93,95,78,66
384,CPB,Consumer Defensive,Packaged Foods,NYSE,129.66,93,81,85,93
385,ZNH,Industrials,Airlines,NYSE,129.53,93,80,62,63
386,TS,Energy,Oil & Gas Equipment & Services,NYSE,129.39,93,94,89,95
387,OIIM,Technology,Semiconductors,NASDAQ,129.37,93,87,19,44
388,PFHD,Financial Services,Banks—Regional,NASDAQ,129.29,93,92,95,91
389,NBIX,Healthcare,Biotechnology,NASDAQ,129.27,93,95,89,87
390,BBSI,Industrials,Staffing & Employment Services,NASDAQ,129.2,93,95,89,76
391,MNKD,Healthcare,Biotechnology,NASDAQ,129.16,93,88,50,70
392,CHK,Energy,Oil & Gas E&P,NASDAQ,128.93,93,96,97,97
393,MUSA,Consumer Cyclical,Specialty Retail,NYSE,128.8,93,94,96,98
394,OXY,Energy,Oil & Gas E&P,NYSE,128.72,93,98,98,99
395,SVRA,Healthcare,Biotechnology,NASDAQ,128.69,93,40,90,94
396,VC,Consumer Cyclical,Auto Parts,NASDAQ,128.64,93,95,93,76
397,YUMC,Consumer Cyclical,Restaurants,NYSE,128.63,93,89,86,53
398,KRKR,Communication Services,Internet Content & Information,NASDAQ,128.61,93,63,67,32
399,STRL,Industrials,Engineering & Construction,NASDAQ,128.5,93,92,61,65
400,GLNG,Energy,Oil & Gas Midstream,NASDAQ,128.47,93,95,98,98
401,AIT,Industrials,Industrial Distribution,NYSE,128.44,93,91,87,76
402,PSX,Energy,Oil & Gas Refining & Marketing,NYSE,128.34,93,95,80,96
403,BGNE,Healthcare,Biotechnology,NASDAQ,128.27,93,75,31,24
404,COWN,Financial Services,Capital Markets,NASDAQ,128.27,93,91,96,38
405,HVBC,Financial Services,Banks—Regional,NASDAQ,128.2,93,92,59,88
406,AES,Utilities,Utilitiesâ€”Diversified,NYSE,128.17,93,93,91,58
407,IRDM,Communication Services,Telecom Services,NASDAQ,128.16,93,93,88,64
408,AMPY,Energy,Oil & Gas E&P,NYSE,128.13,93,99,97,99
409,CHUY,Consumer Cyclical,Restaurants,NASDAQ,128.12,92,95,50,27
410,WWE,Communication Services,Entertainment,NYSE,128.11,92,93,91,92
411,CCRN,Industrials,Staffing & Employment Services,NASDAQ,128.08,92,98,96,60
412,MCRI,Consumer Cyclical,Resorts & Casinos,NASDAQ,127.9,92,88,42,43
413,ESQ,Financial Services,Banks—Regional,NASDAQ,127.9,92,91,93,95
414,SENEA,Consumer Defensive,Packaged Foods,NASDAQ,127.87,92,93,74,94
415,VRAY,Healthcare,Medical Devices,NASDAQ,127.77,92,84,65,18
416,TMCI,Healthcare,Medical Devices,NASDAQ,127.74,92,95,94,34
417,DCP,Energy,Oil & Gas Midstream,NYSE,127.66,92,91,96,83
418,CALM,Consumer Defensive,Farm Products,NASDAQ,127.58,92,92,95,95
419,IGT,Consumer Cyclical,Gambling,NYSE,127.57,92,62,31,41
420,RVNC,Healthcare,Biotechnology,NASDAQ,127.56,92,96,98,28
421,PRPL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,127.54,92,59,4,4
422,PODD,Healthcare,Medical Devices,NASDAQ,127.51,92,90,82,45
423,CODA,Industrials,Aerospace & Defense,NASDAQ,127.44,92,79,28,23
424,CQP,Energy,Oil & Gas Midstream,NYSE MKT,127.42,92,91,94,89
425,SNDX,Healthcare,Biotechnology,NASDAQ,127.41,92,93,94,72
426,ASPS,Financial Services,Mortgage Finance,NASDAQ,127.38,92,97,64,96
427,OI,Consumer Cyclical,Packaging & Containers,NYSE,127.38,92,91,59,94
428,SXC,Basic Materials,Coking Coal,NYSE,127.33,92,90,47,71
429,PRDO,Consumer Defensive,Education & Training Services,NASDAQ,127.32,92,95,61,71
430,CPHC,Consumer Cyclical,Gambling,NASDAQ,127.3,92,94,91,97
431,NFE,Utilities,Utilities—Regulated Gas,NASDAQ,127.27,92,97,98,97
432,AGEN,Healthcare,Biotechnology,NASDAQ,127.19,92,65,59,15
433,ORLY,Consumer Cyclical,Specialty Retail,NASDAQ,127.19,92,91,85,72
434,SAIC,Technology,Information Technology Services,NYSE,127.15,92,93,85,89
435,TRQ,Basic Materials,Copper,NYSE,127.09,92,98,96,98
436,CHX,Energy,Oil & Gas Equipment & Services,NASDAQ,127.08,92,98,60,60
437,TBBK,Financial Services,Banks—Regional,NASDAQ,127.08,92,89,84,36
438,SNEX,Financial Services,Capital Markets,NASDAQ,127.03,92,91,92,92
439,ALDX,Healthcare,Biotechnology,NASDAQ,127.0,92,93,95,21
440,SAL,Financial Services,Banks—Regional,NASDAQ,126.99,92,89,86,71
441,VRTX,Healthcare,Biotechnology,NASDAQ,126.97,92,93,93,97
442,TGTX,Healthcare,Biotechnology,NASDAQ,126.89,92,71,51,2
443,KFS,Consumer Cyclical,Auto & Truck Dealerships,NYSE,126.81,92,90,96,74
444,KOP,Basic Materials,Specialty Chemicals,NYSE,126.79,92,75,32,42
445,REPX,Energy,Oil & Gas E&P,NYSE MKT,126.72,92,95,52,89
446,DXCM,Healthcare,Diagnostics & Research,NASDAQ,126.71,92,90,52,21
447,IVAC,Industrials,Aerospace & Defense,NASDAQ,126.71,92,80,76,69
448,DECK,Consumer Cyclical,Footwear & Accessories,NYSE,126.7,92,84,86,44
449,TJX,Consumer Cyclical,Apparel Retail,NYSE,126.67,92,89,77,62
450,OII,Energy,Oil & Gas Equipment & Services,NYSE,126.63,92,96,30,29
451,ANIK,Healthcare,Medical Devices,NASDAQ,126.62,92,91,32,30
452,KNSL,Financial Services,Insurance—Property & Casualty,NYSE,126.6,92,94,92,93
453,PHR,Healthcare,Health Information Services,NYSE,126.58,92,58,56,21
454,CASY,Consumer Defensive,Grocery Stores,NASDAQ,126.56,92,89,89,76
455,AIN,Consumer Cyclical,Textile Manufacturing,NYSE,126.53,92,88,79,68
456,HFWA,Financial Services,Banks—Regional,NASDAQ,126.47,92,95,88,89
457,ADUS,Healthcare,Medical Care Facilities,NASDAQ,126.46,92,91,87,70
458,ODC,Basic Materials,Specialty Chemicals,NYSE,126.44,92,86,47,74
459,PTEN,Energy,Oil & Gas Drilling,NASDAQ,126.42,92,98,93,98
460,WFCF,Technology,Software—Application,NASDAQ,126.41,92,62,22,65
461,CHWY,Consumer Cyclical,Internet Retail,NYSE,126.4,92,47,38,20
462,QURE,Healthcare,Biotechnology,NASDAQ,126.35,92,90,81,31
463,AMAM,Healthcare,Biotechnology,NYSE,126.34,92,0,0,7
464,RGA,Financial Services,Insurance—Reinsurance,NYSE,126.34,92,87,92,91
465,AMBC,Financial Services,Insuranceâ€”Specialty,NYSE,126.32,92,87,94,68
466,CFFI,Financial Services,Banks—Regional,NASDAQ,126.29,92,83,87,65
467,STRO,Healthcare,Biotechnology,NASDAQ,126.24,91,59,33,4
468,MYE,Consumer Cyclical,Packaging & Containers,NYSE,126.21,91,78,37,93
469,ANIP,Healthcare,Drug Manufacturersâ€”Specialty & Generic,NASDAQ,126.2,91,71,93,49
470,AMGN,Healthcare,Drug Manufacturersâ€”General,NASDAQ,126.14,91,93,75,92
471,MMSI,Healthcare,Medical Instruments & Supplies,NASDAQ,126.08,91,87,60,49
472,MGPI,Basic Materials,Agricultural Inputs,NASDAQ,125.87,91,93,95,96
473,FGEN,Healthcare,Biotechnology,NASDAQ,125.86,91,93,76,49
474,COLL,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,125.86,91,86,60,56
475,FSS,Industrials,Pollution & Treatment Controls,NYSE,125.85,91,93,81,69
476,MARPS,Energy,Oil & Gas Equipment & Services,NASDAQ,125.81,91,99,96,97
477,EBF,Industrials,Business Equipment & Supplies,NYSE,125.78,91,89,89,80
478,BCYC,Healthcare,Biotechnology,NASDAQ,125.74,91,70,64,6
479,NUE,Basic Materials,Steel,NYSE,125.74,91,87,74,71
480,SENEB,Consumer Defensive,Packaged Foods,NASDAQ,125.73,91,94,90,88
481,PSN,Industrials,Specialty Industrial Machinery,NYSE,125.73,91,95,89,90
482,UTSI,Technology,Communication Equipment,NASDAQ,125.7,91,90,74,41
483,TEX,Industrials,Farm & Heavy Construction Machinery,NYSE,125.68,91,90,50,32
484,TAYD,Industrials,Specialty Industrial Machinery,NASDAQ,125.67,91,96,76,55
485,BEEM,Technology,Solar,NASDAQ,125.64,91,49,30,42
486,SCPL,Communication Services,Electronic Gaming & Multimedia,NASDAQ,125.62,91,81,23,64
487,HIBB,Consumer Cyclical,Specialty Retail,NASDAQ,125.59,91,83,83,48
488,MRC,Energy,Oil & Gas Equipment & Services,NYSE,125.53,91,95,86,90
489,COHU,Technology,Semiconductor Equipment & Materials,NASDAQ,125.48,91,92,44,48
490,CROX,Consumer Cyclical,Footwear & Accessories,NASDAQ,125.46,91,85,77,12
491,DE,Industrials,Farm & Heavy Construction Machinery,NYSE,125.42,91,85,75,56
492,RLI,Financial Services,Insurance—Property & Casualty,NYSE,125.38,91,88,71,90
493,VYGR,Healthcare,Biotechnology,NASDAQ,125.37,91,90,98,94
494,XYL,Industrials,Specialty Industrial Machinery,NYSE,125.36,91,88,76,35
495,FIVE,Consumer Cyclical,Specialty Retail,NASDAQ,125.31,91,60,48,28
496,CSGP,Real Estate,Real Estate Services,NASDAQ,125.31,91,91,80,39
497,DYN,Healthcare,Biotechnology,NASDAQ,125.28,91,90,98,15
498,BAND,Technology,Software—Infrastructure,NASDAQ,125.2,91,34,5,6
499,NECB,Financial Services,Banks—Regional,NASDAQ,125.19,91,91,89,91
500,IPAR,Consumer Defensive,Household & Personal Products,NASDAQ,125.16,91,77,81,59
501,VPG,Technology,Scientific & Technical Instruments,NYSE,125.13,91,88,71,53
502,EH,Industrials,Aerospace & Defense,NASDAQ,125.12,91,5,4,17
503,AFL,Financial Services,Insuranceâ€”Life,NYSE,125.11,91,90,83,73
504,PMCB,Healthcare,Biotechnology,NASDAQ,125.1,91,92,84,29
505,YMTX,Healthcare,Biotechnology,NASDAQ,125.05,91,78,32,18
506,AER,Industrials,Airports & Air Services,NYSE,125.0,91,85,47,32
507,KOF,Consumer Defensive,Beverages—Non-Alcoholic,NYSE,124.97,91,92,90,93
508,QSR,Consumer Cyclical,Restaurants,NYSE,124.94,91,83,86,50
509,GL,Financial Services,Insurance—Life,NYSE,124.92,91,85,86,83
510,CBZ,Industrials,Specialty Business Services,NYSE,124.89,91,89,91,90
511,EPAC,Industrials,Specialty Industrial Machinery,NYSE,124.87,91,94,36,59
512,KE,Industrials,Electrical Equipment & Parts,NASDAQ,124.84,91,87,43,77
513,FIZZ,Consumer Defensive,Beverages—Non-Alcoholic,NASDAQ,124.82,91,51,49,85
514,SPXC,Industrials,Specialty Industrial Machinery,NYSE,124.74,91,95,79,80
515,SJW,Utilities,Utilities—Regulated Water,NYSE,124.68,91,84,76,62
516,ARAV,Healthcare,Biotechnology,NASDAQ,124.65,91,91,15,5
517,AMOT,Technology,Electronic Components,NASDAQ,124.64,91,86,76,36
518,XENE,Healthcare,Biotechnology,NASDAQ,124.61,91,77,96,99
519,NFLX,Communication Services,Entertainment,NASDAQ,124.59,91,71,32,7
520,JBL,Technology,Electronic Components,NYSE,124.58,91,83,66,62
521,RNST,Financial Services,Banks—Regional,NASDAQ,124.57,91,91,81,53
522,ENIC,Utilities,Utilities—Regulated Electric,NYSE,124.51,91,86,80,23
523,NVO,Healthcare,Biotechnology,NYSE,124.48,91,82,54,92
524,WRAP,Technology,Scientific & Technical Instruments,NASDAQ,124.47,91,20,16,15
525,VITL,Consumer Defensive,Farm Products,NASDAQ,124.43,90,81,57,19
526,PLXS,Technology,Electronic Components,NASDAQ,124.38,90,91,81,63
527,IT,Technology,Information Technology Services,NYSE,124.3,90,88,85,49
528,AMRK,Financial Services,Capital Markets,NASDAQ,124.27,90,61,33,89
529,DKS,Consumer Cyclical,Specialty Retail,NYSE,124.23,90,65,91,33
530,ASR,Industrials,Airports & Air Services,NYSE,124.19,90,88,86,92
531,PRPH,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,124.18,90,98,98,99
532,SBS,Utilities,Utilities—Regulated Water,NYSE,124.17,90,96,90,89
533,RNR,Financial Services,Insurance—Reinsurance,NYSE,124.14,90,92,65,86
534,ERF,Energy,Oil & Gas E&P,NYSE,124.05,90,98,97,99
535,RE,Financial Services,Insurance—Reinsurance,NYSE,124.04,90,87,81,88
536,TTE,Energy,Oil & Gas Integrated,NYSE,123.97,90,88,77,93
537,LOCO,Consumer Cyclical,Restaurants,NASDAQ,123.96,90,88,24,32
538,RETA,Healthcare,Biotechnology,NASDAQ,123.96,90,98,21,30
539,AUY,Basic Materials,Gold,NYSE,123.95,90,84,47,92
540,NRXP,Healthcare,Biotechnology,NASDAQ,123.94,90,26,11,0
541,VIRC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,123.94,90,90,96,97
542,HTBK,Financial Services,Banks—Regional,NASDAQ,123.9,90,92,80,78
543,GLDG,Basic Materials,Gold,NYSE MKT,123.83,90,26,24,33
544,CCB,Financial Services,Banks—Regional,NASDAQ,123.77,90,88,84,75
545,OBT,Financial Services,Banks—Regional,NASDAQ,123.76,90,95,82,88
546,CALB,Financial Services,Banks—Regional,NASDAQ,123.75,90,89,83,75
547,PRTC,Healthcare,Biotechnology,NASDAQ,123.74,90,51,75,18
548,PLBC,Financial Services,Banks—Regional,NASDAQ,123.72,90,69,39,59
549,IRS,Industrials,Conglomerates,NYSE,123.72,90,55,73,46
550,CLEU,Consumer Defensive,Education & Training Services,NASDAQ,123.68,90,94,28,9
551,ASAI,Consumer Defensive,Grocery Stores,NYSE,123.65,90,93,89,70
552,MCBC,Financial Services,Banks—Regional,NASDAQ,123.58,90,93,88,90
553,LQDA,Healthcare,Biotechnology,NASDAQ,123.57,90,31,96,95
554,ABC,Healthcare,Medical Distribution,NYSE,123.57,90,82,79,93
555,LMT,Industrials,Aerospace & Defense,NYSE,123.57,90,90,85,93
556,AZPN,Technology,Software—Application,NASDAQ,123.56,90,97,97,98
557,SEED,Basic Materials,Agricultural Inputs,NASDAQ,123.54,90,69,96,56
558,ODP,Consumer Cyclical,Specialty Retail,NASDAQ,123.5,90,88,52,29
559,CASS,Industrials,Specialty Business Services,NASDAQ,123.47,90,84,59,61
560,ENSV,Energy,Oil & Gas Equipment & Services,NYSE MKT,123.47,90,99,59,98
561,DNOW,Energy,Oil & Gas Equipment & Services,NYSE,123.41,90,94,93,90
562,USAC,Energy,Oil & Gas Equipment & Services,NYSE,123.39,90,88,92,91
563,FBIZ,Financial Services,Banks—Regional,NASDAQ,123.39,90,90,90,94
564,PRCT,Healthcare,Medical Devices,NASDAQ,123.37,90,95,92,79
565,LNN,Industrials,Farm & Heavy Construction Machinery,NYSE,123.34,90,89,86,44
566,PERI,Communication Services,Internet Content & Information,NASDAQ,123.34,90,88,85,62
567,WSC,Industrials,Rental & Leasing Services,NASDAQ,123.3,90,91,92,70
568,NWLI,Financial Services,Insurance—Life,NASDAQ,123.3,90,60,39,68
569,MMAT,Technology,Electronic Components,NASDAQ,123.3,90,51,2,27
570,OIS,Energy,Oil & Gas Equipment & Services,NYSE,123.28,90,94,26,63
571,LOPE,Consumer Defensive,Education & Training Services,NASDAQ,123.26,90,95,57,77
572,ABBV,Healthcare,Drug Manufacturersâ€”General,NYSE,123.26,90,86,86,95
573,OSG,Energy,Oil & Gas Midstream,NYSE,123.25,90,95,98,86
574,LEGN,Healthcare,Biotechnology,NASDAQ,123.23,90,92,63,95
575,RVMD,Healthcare,Biotechnology,NASDAQ,123.22,90,59,52,29
576,SQM,Basic Materials,Chemicals,NYSE,123.12,90,97,97,99
577,APA,Energy,Oil & Gas E&P,NASDAQ,123.07,90,97,95,98
578,PAG,Consumer Cyclical,Auto & Truck Dealerships,NYSE,123.04,90,86,76,94
579,MNSB,Financial Services,Banks—Regional,NASDAQ,123.03,90,90,67,74
580,DDS,Consumer Cyclical,Department Stores,NYSE,123.03,90,90,89,95
581,QFIN,Financial Services,Credit Services,NASDAQ,123.03,90,44,28,44
582,DK,Energy,Oil & Gas Refining & Marketing,NYSE,122.98,90,98,95,98
583,SFM,Consumer Defensive,Grocery Stores,NASDAQ,122.96,90,92,81,66
584,NOC,Industrials,Aerospace & Defense,NYSE,122.87,89,90,91,95
585,NMTC,Healthcare,Medical Devices,NASDAQ,122.85,89,18,94,6
586,HOG,Consumer Cyclical,Recreational Vehicles,NYSE,122.85,89,93,90,51
587,GTY,Real Estate,REIT—Retail,NYSE,122.83,89,89,86,66
588,PDFS,Technology,Software—Application,NASDAQ,122.83,89,81,84,48
589,BATRK,Communication Services,Entertainment,NASDAQ,122.82,89,86,86,64
590,HL,Basic Materials,Gold,NYSE,122.8,89,63,27,30
591,SSTI,Technology,Software—Application,NASDAQ,122.78,89,84,57,42
592,GIFI,Energy,Oil & Gas Equipment & Services,NASDAQ,122.64,89,96,88,46
593,URI,Industrials,Rental & Leasing Services,NYSE,122.62,89,82,60,34
594,STBA,Financial Services,Banks—Regional,NASDAQ,122.59,89,93,85,72
595,IPA,Healthcare,Biotechnology,NASDAQ,122.58,89,59,76,50
596,CAG,Consumer Defensive,Packaged Foods,NYSE,122.55,89,72,81,79
597,ARMK,Consumer Cyclical,Restaurants,NYSE,122.51,89,82,90,54
598,BAH,Industrials,Consulting Services,NYSE,122.51,89,92,90,88
599,IOSP,Basic Materials,Specialty Chemicals,NASDAQ,122.5,89,86,63,84
600,BHP,Basic Materials,Other Industrial Metals & Mining,NYSE,122.44,89,86,61,72
601,ESE,Technology,Scientific & Technical Instruments,NYSE,122.4,89,87,83,46
602,DAWN,Healthcare,Biotechnology,NASDAQ,122.4,89,97,96,95
603,ZETA,Technology,Software—Application,NYSE,122.38,89,77,76,20
604,EXLS,Technology,Information Technology Services,NASDAQ,122.37,89,94,95,93
605,TACT,Technology,Computer Hardware,NASDAQ,122.36,89,51,19,10
606,AMP,Financial Services,Asset Management,NYSE,122.35,89,90,77,60
607,ACNB,Financial Services,Banksâ€”Regional,NASDAQ,122.29,89,93,80,94
608,POST,Consumer Defensive,Packaged Foods,NYSE,122.27,89,84,92,94
609,SRI,Consumer Cyclical,Auto Parts,NYSE,122.27,89,95,67,46
610,LNG,Energy,Oil & Gas Midstream,NYSE MKT,122.25,89,93,97,95
611,DMLP,Energy,Oil & Gas E&P,NASDAQ,122.24,89,95,96,97
612,PCAR,Industrials,Farm & Heavy Construction Machinery,NASDAQ,122.22,89,88,75,80
613,AZO,Consumer Cyclical,Specialty Retail,NYSE,122.19,89,90,88,95
614,SLNG,Energy,Oil & Gas Integrated,NASDAQ,122.15,89,98,84,53
615,CRS,Industrials,Metal Fabrication,NYSE,122.15,89,87,90,51
616,DXLG,Consumer Cyclical,Apparel Retail,NASDAQ,122.14,89,97,90,41
617,MTSI,Technology,Semiconductors,NASDAQ,122.13,89,90,59,34
618,SYBT,Financial Services,Banks—Regional,NASDAQ,122.12,89,91,91,94
619,FCBC,Financial Services,Banks—Regional,NASDAQ,122.12,89,93,88,76
620,OCN,Financial Services,Mortgage Finance,NYSE,122.12,89,93,79,50
621,JAKK,Consumer Cyclical,Leisure,NASDAQ,122.09,89,88,99,67
622,CELC,Healthcare,Diagnostics & Research,NASDAQ,122.09,89,84,36,37
623,BBVA,Financial Services,Banks—Diversified,NYSE,122.02,89,77,56,49
624,AVD,Basic Materials,Agricultural Inputs,NYSE,122.01,89,92,86,96
625,UTZ,Consumer Defensive,Packaged Foods,NYSE,121.99,89,82,82,48
626,PBI,Industrials,Business Equipment & Supplies,NYSE,121.97,89,28,7,22
627,MGRC,Industrials,Rental & Leasing Services,NASDAQ,121.97,89,92,87,73
628,LWAY,Consumer Defensive,Packaged Foods,NASDAQ,121.95,89,89,85,38
629,PAM,Utilities,Utilities—Regulated Electric,NYSE,121.94,89,92,94,91
630,KROS,Healthcare,Biotechnology,NASDAQ,121.93,89,65,80,21
631,NOG,Energy,Oil & Gas E&P,NYSE,121.93,89,97,96,97
632,IBM,Technology,Information Technology Services,NYSE,121.93,89,87,67,92
633,BWMN,Industrials,Consulting Services,NASDAQ,121.93,89,85,90,41
634,ACHC,Healthcare,Medical Care Facilities,NASDAQ,121.91,89,91,95,92
635,BA,Industrials,Aerospace & Defense,NYSE,121.91,89,76,35,29
636,EDN,Utilities,Utilities—Regulated Electric,NYSE,121.88,89,86,91,47
637,MRO,Energy,Oil & Gas E&P,NYSE,121.85,89,98,97,98
638,TXRH,Consumer Cyclical,Restaurants,NASDAQ,121.84,89,85,89,58
639,AGCO,Industrials,Farm & Heavy Construction Machinery,NYSE,121.83,89,83,45,58
640,PSO,Communication Services,Publishing,NYSE,121.75,89,91,86,77
641,WMK,Consumer Defensive,Grocery Stores,NYSE,121.73,88,89,86,95
642,FF,Basic Materials,Chemicals,NYSE,121.73,88,86,34,56
643,INCY,Healthcare,Biotechnology,NASDAQ,121.71,88,84,52,74
644,FCRD,Financial Services,Asset Management,NASDAQ,121.71,88,89,40,47
645,SKT,Real Estate,REIT—Retail,NYSE,121.67,88,86,57,49
646,FFHL,Consumer Cyclical,Packaging & Containers,NASDAQ,121.66,88,59,97,27
647,IBCP,Financial Services,Banks—Regional,NASDAQ,121.63,88,87,63,61
648,STKL,Consumer Defensive,Packaged Foods,NASDAQ,121.62,88,93,96,90
649,CHGG,Consumer Defensive,Education & Training Services,NYSE,121.62,88,91,24,10
650,CW,Industrials,Specialty Industrial Machinery,NYSE,121.58,88,92,85,74
651,ADP,Industrials,Staffing & Employment Services,NASDAQ,121.57,88,85,87,81
652,EQBK,Financial Services,Banks—Regional,NASDAQ,121.53,88,87,56,77
653,TRST,Financial Services,Banks—Regional,NASDAQ,121.51,88,87,86,74
654,UWMC,Financial Services,Mortgage Finance,NYSE,121.5,88,67,34,23
655,ING,Financial Services,Banks—Diversified,NYSE,121.49,88,80,47,73
656,BLU,Healthcare,Biotechnology,NASDAQ,121.4,88,82,97,98
657,AZN,Healthcare,Drug Manufacturers—General,NASDAQ,121.37,88,71,63,91
658,NJR,Utilities,Utilities—Regulated Gas,NYSE,121.34,88,81,87,92
659,SLGN,Consumer Cyclical,Packaging & Containers,NYSE,121.33,88,86,88,72
660,TRN,Industrials,Railroads,NYSE,121.3,88,85,39,48
661,AHCO,Healthcare,Medical Devices,NASDAQ,121.29,88,88,81,61
662,HCC,Basic Materials,Coking Coal,NYSE,121.28,88,90,66,97
663,NR,Energy,Oil & Gas Equipment & Services,NYSE,121.27,88,94,41,76
664,ACM,Industrials,Engineering & Construction,NYSE,121.23,88,83,80,69
665,ESTA,Healthcare,Medical Devices,NASDAQ,121.22,88,60,61,50
666,CAT,Industrials,Farm & Heavy Construction Machinery,NYSE,121.22,88,91,43,66
667,INSP,Healthcare,Medical Devices,NYSE,121.18,88,69,56,45
668,MCRB,Healthcare,Biotechnology,NASDAQ,121.11,88,95,97,7
669,NVCN,Healthcare,Medical Devices,NASDAQ,121.1,88,28,28,11
670,RPM,Basic Materials,Specialty Chemicals,NYSE,121.09,88,85,84,69
671,ENVA,Financial Services,Credit Services,NYSE,121.03,88,81,77,40
672,YMM,Technology,Software—Application,NYSE,121.0,88,24,18,54
